id,class,x,y,z
0,target,9.242706602326605,-4.196638835715984,0.5348741391965068
1,target,9.070255861788727,-5.408608696432701,0.5205011407435232
2,target,8.210571815196854,-5.640784026853305,0.5143439753242042
3,target,7.5827969433512585,-6.685899648661503,0.5041113747879625
4,target,0.8610971804294096,-3.4915420504103762,0.17324145333706026
5,target,6.603005109029205,-2.7870370510333355,0.07542286152947864
6,target,5.127825150312733,-1.9864593880038943,0.04053319807215316
7,target,9.788562169411684,-4.36015969369614,0.014497233541370336
